,collectionDate,InBedsOccAnyPat__Numbeds_Est
0,Day for which estimate is made,"Hospital inpatient bed occupancy, percent estimate (percent of inpatient beds)"
2082,18APR2020,47.8
2083,19APR2020,48.7
2084,20APR2020,49.6
2085,21APR2020,52.5
2086,22APR2020,52.8
2087,23APR2020,53.7
2088,24APR2020,53.3
2089,25APR2020,53.2
2090,26APR2020,51.6
2091,27APR2020,52.8
2092,28APR2020,53.1
2093,29APR2020,54.0
2094,30APR2020,54.0
2095,01MAY2020,54.3
2096,02MAY2020,51.5
2097,03MAY2020,53.0
2098,04MAY2020,54.1
2099,05MAY2020,56.7
2100,06MAY2020,56.4
2101,07MAY2020,57.4
2102,08MAY2020,57.4
2103,09MAY2020,53.0
2104,10MAY2020,53.7
2105,11MAY2020,52.9
2106,12MAY2020,55.9
2107,13MAY2020,57.4
2108,14MAY2020,58.4
2109,15MAY2020,59.4
2110,16MAY2020,56.6
2111,17MAY2020,55.6
2112,18MAY2020,55.9
2113,19MAY2020,57.3
2114,20MAY2020,59.6
2115,21MAY2020,60.4
2116,22MAY2020,59.6
2117,23MAY2020,60.7
2118,24MAY2020,55.8
2119,25MAY2020,55.5
2120,26MAY2020,59.2
2121,27MAY2020,64.2
2122,28MAY2020,65.9
2123,29MAY2020,66.5
2124,30MAY2020,62.8
2125,31MAY2020,62.2
2126,01JUN2020,62.9
2127,02JUN2020,66.6
2128,03JUN2020,66.3
2129,04JUN2020,65.7
2130,05JUN2020,66.4
2131,06JUN2020,64.3
2132,07JUN2020,58.2
2133,08JUN2020,62.5
2134,09JUN2020,64.5
2135,10JUN2020,68.9
2136,11JUN2020,67.8
2137,12JUN2020,63.0
2138,13JUN2020,61.3
2139,14JUN2020,58.9
2140,15JUN2020,61.5
2141,16JUN2020,65.3
2142,17JUN2020,67.0
2143,18JUN2020,65.8
2144,19JUN2020,61.7
2145,20JUN2020,61.5
2146,21JUN2020,62.8
2147,22JUN2020,62.1
2148,23JUN2020,64.8
2149,24JUN2020,67.1
2150,25JUN2020,67.8
2151,26JUN2020,66.2
2152,27JUN2020,63.0
2153,28JUN2020,61.0
2154,29JUN2020,63.2
2155,30JUN2020,70.0
2156,01JUL2020,71.8
2157,02JUL2020,67.9
2158,03JUL2020,66.2
2159,04JUL2020,62.2
2160,05JUL2020,61.7
2161,06JUL2020,63.9
2162,07JUL2020,67.8
2163,01APR2020,52.7
2164,02APR2020,53.4
2165,03APR2020,56.2
2166,04APR2020,51.9
2167,05APR2020,51.6
2168,06APR2020,51.8
2169,07APR2020,49.3
2170,08APR2020,50.2
2171,09APR2020,51.1
2172,10APR2020,50.6
2173,11APR2020,50.9
2174,12APR2020,49.8
2175,13APR2020,49.3
2176,14APR2020,50.8
2177,15APR2020,51.1
2178,16APR2020,52.0
2179,17APR2020,51.6
2180,18APR2020,49.1
2181,19APR2020,49.0
2182,20APR2020,52.7
2183,21APR2020,54.2
2184,22APR2020,53.5
2185,23APR2020,53.1
2186,24APR2020,53.5
2187,25APR2020,52.8
2188,26APR2020,51.6
2189,27APR2020,52.7
2190,28APR2020,54.6
2191,29APR2020,54.5
2192,30APR2020,53.9
2193,01MAY2020,53.6
2194,02MAY2020,52.2
2195,03MAY2020,51.8
2196,04MAY2020,52.5
2197,05MAY2020,54.0
2198,06MAY2020,53.9
2199,07MAY2020,54.7
2200,08MAY2020,54.2
2201,09MAY2020,51.2
2202,10MAY2020,49.8
2203,11MAY2020,52.3
2204,12MAY2020,53.6
2205,13MAY2020,53.5
2206,14MAY2020,54.4
2207,15MAY2020,53.4
2208,16MAY2020,52.6
2209,17MAY2020,50.5
2210,18MAY2020,52.6
2211,19MAY2020,55.1
2212,20MAY2020,56.5
2213,21MAY2020,56.0
2214,22MAY2020,55.4
2215,23MAY2020,53.1
2216,24MAY2020,50.6
2217,25MAY2020,51.8
2218,26MAY2020,52.5
2219,27MAY2020,58.1
2220,28MAY2020,58.6
2221,29MAY2020,59.6
2222,30MAY2020,58.6
2223,31MAY2020,54.2
2224,01JUN2020,54.9
2225,02JUN2020,58.3
2226,03JUN2020,60.5
2227,04JUN2020,58.2
2228,05JUN2020,58.1
2229,06JUN2020,57.2
2230,07JUN2020,55.4
2231,08JUN2020,56.5
2232,09JUN2020,59.7
2233,10JUN2020,62.6
2234,11JUN2020,61.8
2235,12JUN2020,61.7
2236,13JUN2020,59.2
2237,14JUN2020,56.9
2238,15JUN2020,57.4
2239,16JUN2020,62.2
2240,17JUN2020,64.0
2241,18JUN2020,61.7
2242,19JUN2020,63.0
2243,20JUN2020,60.0
2244,21JUN2020,58.8
2245,22JUN2020,60.7
2246,23JUN2020,65.2
2247,24JUN2020,68.9
2248,25JUN2020,64.9
2249,26JUN2020,62.7
2250,27JUN2020,61.1
2251,28JUN2020,59.1
2252,29JUN2020,59.9
2253,30JUN2020,62.5
2254,01JUL2020,63.3
2255,02JUL2020,63.3
2256,03JUL2020,60.3
2257,04JUL2020,56.2
2258,05JUL2020,56.0
2259,06JUL2020,58.6
2260,07JUL2020,63.3
2261,15APR2020,46.1
2262,16APR2020,46.2
2263,17APR2020,47.3
2264,18APR2020,47.4
2265,19APR2020,47.1
2266,20APR2020,47.9
2267,21APR2020,49.1
2268,22APR2020,49.8
2269,23APR2020,50.1
2270,24APR2020,46.8
2271,25APR2020,45.6
2272,26APR2020,45.6
2273,27APR2020,46.6
2274,28APR2020,47.0
2275,29APR2020,47.0
2276,30APR2020,48.0
2277,01MAY2020,47.6
2278,02MAY2020,46.6
2279,03MAY2020,44.9
2280,04MAY2020,46.0
2281,05MAY2020,48.6
2282,06MAY2020,47.6
2283,07MAY2020,50.0
2284,08MAY2020,50.4
2285,09MAY2020,50.0
2286,10MAY2020,47.0
2287,11MAY2020,47.2
2288,12MAY2020,50.4
2289,13MAY2020,53.6
2290,14MAY2020,52.7
2291,15MAY2020,54.1
2292,16MAY2020,52.7
2293,17MAY2020,49.7
2294,18MAY2020,50.5
2295,19MAY2020,53.4
2296,20MAY2020,55.0
2297,21MAY2020,55.2
2298,22MAY2020,53.7
2299,23MAY2020,54.3
2300,24MAY2020,50.1
2301,25MAY2020,48.6
2302,26MAY2020,51.6
2303,27MAY2020,55.5
2304,28MAY2020,57.1
2305,29MAY2020,58.1
2306,30MAY2020,54.6
2307,31MAY2020,50.7
2308,01JUN2020,51.9
2309,02JUN2020,55.8
2310,03JUN2020,58.4
2311,04JUN2020,58.2
2312,05JUN2020,59.9
2313,06JUN2020,56.6
2314,07JUN2020,55.4
2315,08JUN2020,55.6
2316,09JUN2020,59.2
2317,10JUN2020,60.7
2318,11JUN2020,60.5
2319,12JUN2020,60.8
2320,13JUN2020,57.6
2321,14JUN2020,54.6
2322,15JUN2020,55.6
2323,16JUN2020,59.5
2324,17JUN2020,61.7
2325,18JUN2020,60.9
2326,19JUN2020,61.3
2327,20JUN2020,57.5
2328,21JUN2020,54.5
2329,22JUN2020,56.7
2330,23JUN2020,60.8
2331,24JUN2020,62.2
2332,25JUN2020,62.1
2333,26JUN2020,62.1
2334,27JUN2020,58.8
2335,28JUN2020,55.9
2336,29JUN2020,56.4
2337,30JUN2020,59.2
2338,01JUL2020,61.5
2339,02JUL2020,61.7
2340,03JUL2020,60.3
2341,04JUL2020,55.4
2342,05JUL2020,54.3
2343,06JUL2020,56.5
2344,07JUL2020,61.1
2345,01APR2020,55.7
2346,02APR2020,51.9
2347,03APR2020,52.2
2348,04APR2020,49.8
2349,05APR2020,46.5
2350,06APR2020,46.8
2351,07APR2020,48.3
2352,08APR2020,49.4
2353,09APR2020,49.1
2354,10APR2020,47.7
2355,11APR2020,45.5
2356,12APR2020,47.7
2357,13APR2020,47.6
2358,14APR2020,49.5
2359,15APR2020,45.0
2360,16APR2020,44.9
2361,17APR2020,44.6
2362,18APR2020,43.5
2363,19APR2020,42.3
2364,20APR2020,45.3
2365,21APR2020,46.6
2366,22APR2020,47.3
2367,23APR2020,48.0
2368,24APR2020,47.2
2369,25APR2020,45.5
2370,26APR2020,45.1
2371,27APR2020,46.9
2372,28APR2020,48.8
2373,29APR2020,48.8
2374,30APR2020,48.8
2375,01MAY2020,48.4
2376,02MAY2020,46.4
2377,03MAY2020,47.4
2378,04MAY2020,50.2
2379,05MAY2020,52.8
2380,06MAY2020,52.9
2381,07MAY2020,52.5
2382,08MAY2020,51.3
2383,09MAY2020,49.0
2384,10MAY2020,48.5
2385,11MAY2020,51.8
2386,12MAY2020,54.3
2387,13MAY2020,55.6
2388,14MAY2020,55.4
2389,15MAY2020,54.7
2390,16MAY2020,53.6
2391,17MAY2020,52.4
2392,18MAY2020,54.2
2393,19MAY2020,56.4
2394,20MAY2020,57.2
2395,21MAY2020,55.9
2396,22MAY2020,54.7
2397,23MAY2020,52.1
2398,24MAY2020,50.6
2399,25MAY2020,51.5
2400,26MAY2020,54.4
2401,27MAY2020,58.0
2402,28MAY2020,60.6
2403,29MAY2020,59.0
2404,30MAY2020,55.8
2405,31MAY2020,54.1
2406,01JUN2020,54.7
2407,02JUN2020,57.7
2408,03JUN2020,62.9
2409,04JUN2020,60.7
2410,05JUN2020,57.2
2411,06JUN2020,57.0
2412,07JUN2020,55.4
2413,08JUN2020,56.9
2414,09JUN2020,59.8
2415,10JUN2020,65.5
2416,11JUN2020,61.1
2417,12JUN2020,59.6
2418,13JUN2020,57.2
2419,14JUN2020,54.9
2420,15JUN2020,60.4
2421,16JUN2020,64.4
2422,17JUN2020,65.3
2423,18JUN2020,61.1
2424,19JUN2020,58.8
2425,20JUN2020,56.4
2426,21JUN2020,54.2
2427,22JUN2020,55.2
2428,23JUN2020,63.0
2429,24JUN2020,64.7
2430,25JUN2020,61.4
2431,26JUN2020,59.9
2432,27JUN2020,57.7
2433,28JUN2020,55.9
2434,29JUN2020,57.5
2435,30JUN2020,61.3
2436,01JUL2020,61.9
2437,02JUL2020,62.1
2438,03JUL2020,58.4
2439,04JUL2020,54.1
2440,05JUL2020,54.0
2441,06JUL2020,57.1
2442,07JUL2020,61.6
2443,01APR2020,51.5
2444,02APR2020,52.8
2445,03APR2020,50.1
2446,04APR2020,47.3
2447,05APR2020,48.0
2448,06APR2020,48.3
2449,07APR2020,49.8
2450,08APR2020,50.9
2451,09APR2020,51.4
2452,10APR2020,48.8
2453,11APR2020,47.9
2454,12APR2020,48.7
2455,13APR2020,50.6
2456,14APR2020,54.7
2457,15APR2020,53.3
2458,16APR2020,54.2
2459,17APR2020,52.6
2460,18APR2020,51.9
2461,19APR2020,54.2
2462,20APR2020,51.7
2463,21APR2020,55.8
2464,22APR2020,57.8
2465,23APR2020,57.1
2466,24APR2020,55.8
2467,25APR2020,53.1
2468,26APR2020,53.1
2469,27APR2020,54.3
2470,28APR2020,57.4
2471,29APR2020,59.1
2472,30APR2020,55.5
2473,01MAY2020,57.4
2474,02MAY2020,54.9
2475,03MAY2020,52.5
2476,04MAY2020,53.5
2477,05MAY2020,59.3
2478,06MAY2020,59.2
2479,07MAY2020,58.0
2480,08MAY2020,56.4
2481,09MAY2020,55.0
2482,10MAY2020,53.7
2483,11MAY2020,55.5
2484,12MAY2020,59.8
2485,13MAY2020,62.5
2486,14MAY2020,61.9
2487,15MAY2020,61.4
2488,16MAY2020,58.8
2489,17MAY2020,56.3
2490,18MAY2020,59.7
2491,19MAY2020,62.2
2492,20MAY2020,63.1
2493,21MAY2020,61.5
2494,22MAY2020,61.1
2495,23MAY2020,57.9
2496,24MAY2020,56.4
2497,25MAY2020,58.1
2498,26MAY2020,58.8
2499,27MAY2020,62.7
2500,28MAY2020,62.6
2501,29MAY2020,63.6
2502,30MAY2020,59.1
2503,31MAY2020,57.3
2504,01JUN2020,60.2
2505,02JUN2020,63.8
2506,03JUN2020,62.1
2507,04JUN2020,61.7
2508,05JUN2020,60.4
2509,06JUN2020,58.2
2510,07JUN2020,56.3
2511,08JUN2020,60.6
2512,09JUN2020,66.7
2513,10JUN2020,60.2
2514,11JUN2020,66.9
2515,12JUN2020,61.7
2516,13JUN2020,60.8
2517,14JUN2020,60.8
2518,15JUN2020,61.1
2519,16JUN2020,63.2
2520,17JUN2020,61.2
2521,18JUN2020,64.5
2522,19JUN2020,64.3
2523,20JUN2020,58.2
2524,21JUN2020,55.2
2525,22JUN2020,59.6
2526,23JUN2020,63.8
2527,24JUN2020,65.4
2528,25JUN2020,62.8
2529,26JUN2020,64.6
2530,27JUN2020,59.0
2531,28JUN2020,58.0
2532,29JUN2020,58.3
2533,30JUN2020,61.9
2534,01JUL2020,64.3
2535,02JUL2020,63.1
2536,03JUL2020,56.8
2537,04JUL2020,53.9
2538,05JUL2020,55.0
2539,06JUL2020,56.3
2540,07JUL2020,59.9
2541,01APR2020,44.9
2542,02APR2020,45.6
2543,03APR2020,45.0
2544,04APR2020,43.7
2545,05APR2020,43.5
2546,06APR2020,45.2
2547,07APR2020,45.8
2548,08APR2020,44.8
2549,09APR2020,44.2
2550,10APR2020,45.8
2551,11APR2020,44.7
2552,12APR2020,43.4
2553,13APR2020,45.4
2554,14APR2020,47.7
2555,15APR2020,37.9
2556,16APR2020,36.9
2557,17APR2020,39.3
2558,18APR2020,38.6
2559,19APR2020,35.2
2560,20APR2020,37.8
2561,21APR2020,39.1
2562,22APR2020,39.0
2563,23APR2020,43.9
2564,24APR2020,38.4
2565,25APR2020,34.6
2566,26APR2020,38.7
2567,27APR2020,42.4
2568,28APR2020,42.3
2569,29APR2020,45.0
2570,30APR2020,40.5
2571,01MAY2020,40.2
2572,02MAY2020,37.8
2573,03MAY2020,36.4
2574,04MAY2020,37.7
2575,05MAY2020,41.9
2576,06MAY2020,41.6
2577,07MAY2020,44.7
2578,08MAY2020,43.5
2579,09MAY2020,45.1
2580,10MAY2020,44.0
2581,11MAY2020,45.7
2582,12MAY2020,48.4
2583,13MAY2020,51.9
2584,14MAY2020,52.0
2585,15MAY2020,51.4
2586,16MAY2020,54.7
2587,17MAY2020,54.2
2588,18MAY2020,55.9
2589,19MAY2020,56.5
2590,20MAY2020,56.8
2591,21MAY2020,53.3
2592,22MAY2020,53.9
2593,23MAY2020,50.3
2594,24MAY2020,48.1
2595,25MAY2020,45.3
2596,26MAY2020,45.3
2597,27MAY2020,50.1
2598,28MAY2020,51.3
2599,29MAY2020,54.2
2600,30MAY2020,52.1
2601,31MAY2020,52.3
2602,01JUN2020,43.9
2603,02JUN2020,49.3
2604,03JUN2020,50.4
2605,04JUN2020,46.8
2606,05JUN2020,50.9
2607,06JUN2020,50.3
2608,07JUN2020,57.7
2609,08JUN2020,56.8
2610,09JUN2020,63.1
2611,10JUN2020,49.7
2612,11JUN2020,52.3
2613,12JUN2020,56.8
2614,13JUN2020,47.0
2615,14JUN2020,47.0
2616,15JUN2020,49.3
2617,16JUN2020,52.1
2618,17JUN2020,51.2
2619,18JUN2020,63.2
2620,19JUN2020,58.1
2621,20JUN2020,50.8
2622,21JUN2020,48.4
2623,22JUN2020,56.6
2624,23JUN2020,46.6
2625,24JUN2020,52.4
2626,25JUN2020,51.7
2627,26JUN2020,48.6
2628,27JUN2020,47.0
2629,28JUN2020,50.7
2630,29JUN2020,59.9
2631,30JUN2020,66.9
2632,01JUL2020,70.0
2633,02JUL2020,68.0
2634,03JUL2020,68.0
2635,04JUL2020,63.8
2636,05JUL2020,61.0
2637,06JUL2020,60.4
2638,07JUL2020,67.9
2639,01APR2020,59.3
2640,02APR2020,53.4
2641,03APR2020,52.5
2642,04APR2020,53.0
2643,05APR2020,51.9
2644,06APR2020,56.1
2645,07APR2020,54.2
2646,08APR2020,57.5
2647,09APR2020,58.0
2648,10APR2020,56.4
2649,11APR2020,56.7
2650,12APR2020,55.0
2651,13APR2020,53.3
2652,14APR2020,56.9
2653,15APR2020,57.6
2654,16APR2020,57.7
2655,17APR2020,56.8
2656,18APR2020,55.7
2657,19APR2020,56.5
2658,20APR2020,58.0
2659,21APR2020,60.7
2660,22APR2020,62.3
2661,23APR2020,62.4
2662,24APR2020,61.7
2663,25APR2020,60.3
2664,26APR2020,59.9
2665,27APR2020,62.2
2666,28APR2020,62.4
2667,29APR2020,62.9
2668,30APR2020,62.8
2669,01MAY2020,60.6
2670,02MAY2020,60.0
2671,03MAY2020,59.6
2672,04MAY2020,61.2
2673,05MAY2020,63.4
2674,06MAY2020,62.7
2675,07MAY2020,62.1
2676,08MAY2020,62.5
2677,09MAY2020,60.8
2678,10MAY2020,58.7
2679,11MAY2020,59.5
2680,12MAY2020,61.9
2681,13MAY2020,61.9
2682,14MAY2020,63.3
2683,15MAY2020,62.2
2684,16MAY2020,62.5
2685,17MAY2020,62.0
2686,18MAY2020,63.3
2687,19MAY2020,64.8
2688,20MAY2020,66.9
2689,21MAY2020,66.9
2690,22MAY2020,66.6
2691,23MAY2020,63.7
2692,24MAY2020,63.2
2693,25MAY2020,63.1
2694,26MAY2020,65.0
2695,27MAY2020,69.0
2696,28MAY2020,66.0
2697,29MAY2020,65.4
2698,30MAY2020,66.5
2699,31MAY2020,66.1
2700,01JUN2020,68.1
2701,02JUN2020,69.7
2702,03JUN2020,66.3
2703,04JUN2020,71.9
2704,05JUN2020,72.4
2705,06JUN2020,68.7
2706,07JUN2020,65.5
2707,08JUN2020,67.6
2708,09JUN2020,68.1
2709,10JUN2020,69.1
2710,11JUN2020,70.3
2711,12JUN2020,65.7
2712,13JUN2020,64.7
2713,14JUN2020,64.5
2714,15JUN2020,69.1
2715,16JUN2020,71.0
2716,17JUN2020,67.5
2717,18JUN2020,71.3
2718,19JUN2020,71.7
2719,20JUN2020,70.9
2720,21JUN2020,64.6
2721,22JUN2020,66.2
2722,23JUN2020,68.4
2723,24JUN2020,62.0
2724,25JUN2020,68.6
2725,26JUN2020,70.0
2726,27JUN2020,67.9
2727,28JUN2020,67.2
2728,29JUN2020,68.6
2729,30JUN2020,71.9
2730,01JUL2020,71.9
2731,02JUL2020,70.4
2732,03JUL2020,68.8
2733,04JUL2020,66.1
2734,05JUL2020,65.5
2735,06JUL2020,68.4
2736,07JUL2020,69.9
2737,01APR2020,36.9
2738,02APR2020,39.2
2739,03APR2020,40.4
2740,04APR2020,38.7
2741,05APR2020,34.6
2742,06APR2020,34.9
2743,07APR2020,38.1
2744,08APR2020,35.3
2745,09APR2020,33.1
2746,10APR2020,31.9
2747,11APR2020,30.7
2748,12APR2020,30.9
2749,13APR2020,38.8
2750,14APR2020,42.8
2751,15APR2020,35.2
2752,16APR2020,38.8
2753,17APR2020,40.3
2754,18APR2020,35.5
2755,19APR2020,35.4
2756,20APR2020,36.9
2757,21APR2020,38.7
2758,22APR2020,40.0
2759,23APR2020,38.4
2760,24APR2020,35.5
2761,25APR2020,34.7
2762,26APR2020,33.7
2763,27APR2020,34.2
2764,28APR2020,36.8
2765,29APR2020,37.8
2766,30APR2020,37.0
2767,01MAY2020,34.5
2768,02MAY2020,34.7
2769,03MAY2020,35.9
2770,04MAY2020,37.4
2771,05MAY2020,39.9
2772,06MAY2020,42.9
2773,07MAY2020,44.7
2774,08MAY2020,41.2
2775,09MAY2020,41.9
2776,10MAY2020,40.3
2777,11MAY2020,39.0
2778,12MAY2020,42.2
2779,13MAY2020,45.6
2780,14MAY2020,44.2
2781,15MAY2020,45.1
2782,16MAY2020,43.4
2783,17MAY2020,42.3
2784,18MAY2020,39.6
2785,19MAY2020,44.9
2786,20MAY2020,41.8
2787,21MAY2020,46.5
2788,22MAY2020,47.2
2789,23MAY2020,47.3
2790,24MAY2020,41.9
2791,25MAY2020,42.5
2792,26MAY2020,44.0
2793,27MAY2020,45.6
2794,28MAY2020,46.2
2795,29MAY2020,43.2
2796,30MAY2020,39.8
2797,31MAY2020,36.1
2798,01JUN2020,36.9
2799,02JUN2020,44.4
2800,03JUN2020,45.7
2801,04JUN2020,49.3
2802,05JUN2020,48.1
2803,06JUN2020,46.2
2804,07JUN2020,43.3
2805,08JUN2020,43.3
2806,09JUN2020,47.6
2807,10JUN2020,46.1
2808,11JUN2020,48.6
2809,12JUN2020,47.7
2810,13JUN2020,45.6
2811,14JUN2020,42.2
2812,15JUN2020,43.6
2813,16JUN2020,44.5
2814,17JUN2020,46.0
2815,18JUN2020,43.1
2816,19JUN2020,43.3
2817,20JUN2020,42.2
2818,21JUN2020,39.5
2819,22JUN2020,39.8
2820,23JUN2020,45.4
2821,24JUN2020,46.9
2822,25JUN2020,45.4
2823,26JUN2020,44.2
2824,27JUN2020,42.3
2825,28JUN2020,40.5
2826,29JUN2020,42.6
2827,30JUN2020,49.3
2828,01JUL2020,56.0
2829,02JUL2020,53.0
2830,03JUL2020,42.7
2831,04JUL2020,39.1
2832,05JUL2020,39.4
2833,06JUL2020,40.7
2834,07JUL2020,47.3
2835,01APR2020,43.9
2836,02APR2020,43.8
2837,03APR2020,39.8
2838,04APR2020,37.8
2839,05APR2020,38.7
2840,06APR2020,41.1
2841,07APR2020,41.4
2842,08APR2020,43.3
2843,09APR2020,43.3
2844,10APR2020,42.2
2845,11APR2020,41.0
2846,12APR2020,41.0
2847,13APR2020,41.9
2848,14APR2020,43.9
2849,15APR2020,42.9
2850,16APR2020,46.0
2851,17APR2020,45.8
2852,18APR2020,43.9
2853,19APR2020,44.0
2854,20APR2020,44.2
2855,21APR2020,45.6
2856,22APR2020,48.1
2857,23APR2020,49.2
2858,24APR2020,48.0
2859,25APR2020,47.8
2860,26APR2020,46.5
2861,27APR2020,46.1
2862,28APR2020,49.6
2863,29APR2020,46.7
2864,30APR2020,47.7
2865,01MAY2020,48.6
2866,02MAY2020,45.7
2867,03MAY2020,42.9
2868,04MAY2020,45.6
2869,05MAY2020,49.1
2870,06MAY2020,49.3
2871,07MAY2020,49.5
2872,08MAY2020,50.1
2873,09MAY2020,49.2
2874,10MAY2020,47.9
2875,11MAY2020,47.3
2876,12MAY2020,47.9
2877,13MAY2020,49.8
2878,14MAY2020,49.8
2879,15MAY2020,52.2
2880,16MAY2020,50.7
2881,17MAY2020,49.5
2882,18MAY2020,50.6
2883,19MAY2020,51.5
2884,20MAY2020,52.6
2885,21MAY2020,53.8
2886,22MAY2020,52.3
2887,23MAY2020,51.4
2888,24MAY2020,48.8
2889,25MAY2020,46.9
2890,26MAY2020,47.4
2891,27MAY2020,52.2
2892,28MAY2020,56.3
2893,29MAY2020,54.7
2894,30MAY2020,51.8
2895,31MAY2020,49.2
2896,01JUN2020,49.1
2897,02JUN2020,53.6
2898,03JUN2020,56.1
2899,04JUN2020,55.2
2900,05JUN2020,52.2
2901,06JUN2020,53.3
2902,07JUN2020,51.2
2903,08JUN2020,52.8
2904,09JUN2020,56.5
2905,10JUN2020,59.1
2906,11JUN2020,60.1
2907,12JUN2020,59.2
2908,13JUN2020,56.8
2909,14JUN2020,55.1
2910,15JUN2020,53.7
2911,16JUN2020,53.6
2912,17JUN2020,57.4
2913,18JUN2020,59.1
2914,19JUN2020,60.9
2915,20JUN2020,56.1
2916,21JUN2020,54.9
2917,22JUN2020,54.7
2918,23JUN2020,55.3
2919,24JUN2020,57.2
2920,25JUN2020,59.7
2921,26JUN2020,59.2
2922,27JUN2020,55.6
2923,28JUN2020,51.2
2924,29JUN2020,52.3
2925,30JUN2020,56.4
2926,01JUL2020,56.3
2927,02JUL2020,56.3
2928,03JUL2020,51.9
2929,04JUL2020,48.0
2930,05JUL2020,49.9
2931,06JUL2020,52.7
2932,07JUL2020,58.3
2933,01APR2020,48.4
2934,02APR2020,44.6
2935,03APR2020,43.1
2936,04APR2020,42.7
2937,05APR2020,45.1
2938,06APR2020,45.4
2939,07APR2020,42.4
2940,08APR2020,44.7
2941,09APR2020,47.2
2942,10APR2020,44.2
2943,11APR2020,41.9
2944,12APR2020,40.1
2945,13APR2020,43.6
2946,14APR2020,48.3
2947,15APR2020,51.3
2948,16APR2020,51.5
2949,17APR2020,52.7
2950,18APR2020,51.0
2951,19APR2020,49.3
2952,20APR2020,50.9
2953,21APR2020,53.4
2954,22APR2020,52.7
2955,23APR2020,50.4
2956,24APR2020,51.1
2957,25APR2020,50.4
2958,26APR2020,50.8
2959,27APR2020,52.3
2960,28APR2020,55.2
2961,29APR2020,55.1
2962,30APR2020,57.5
2963,01MAY2020,57.6
2964,02MAY2020,57.3
2965,03MAY2020,57.7
2966,04MAY2020,60.2
2967,05MAY2020,60.5
2968,06MAY2020,57.2
2969,07MAY2020,54.8
2970,08MAY2020,54.2
2971,09MAY2020,54.0
2972,10MAY2020,53.9
2973,11MAY2020,55.1
2974,12MAY2020,56.2
2975,13MAY2020,59.1
2976,14MAY2020,57.8
2977,15MAY2020,57.3
2978,16MAY2020,57.0
2979,17MAY2020,57.0
2980,18MAY2020,56.7
2981,19MAY2020,60.8
2982,20MAY2020,60.1
2983,21MAY2020,60.9
2984,22MAY2020,60.8
2985,23MAY2020,60.2
2986,24MAY2020,56.7
2987,25MAY2020,58.3
2988,26MAY2020,60.7
2989,27MAY2020,61.6
2990,28MAY2020,65.6
2991,29MAY2020,63.7
2992,30MAY2020,59.7
2993,31MAY2020,60.4
2994,01JUN2020,59.2
2995,02JUN2020,62.7
2996,03JUN2020,62.4
2997,04JUN2020,62.0
2998,05JUN2020,61.1
2999,06JUN2020,57.8
3000,07JUN2020,56.0
3001,08JUN2020,57.6
3002,09JUN2020,60.6
3003,10JUN2020,62.5
3004,11JUN2020,62.8
3005,12JUN2020,62.1
3006,13JUN2020,59.2
3007,14JUN2020,56.9
3008,15JUN2020,57.8
3009,16JUN2020,60.5
3010,17JUN2020,60.3
3011,18JUN2020,61.6
3012,19JUN2020,62.4
3013,20JUN2020,59.4
3014,21JUN2020,57.1
3015,22JUN2020,58.5
3016,23JUN2020,60.5
3017,24JUN2020,62.2
3018,25JUN2020,62.5
3019,26JUN2020,61.8
3020,27JUN2020,60.3
3021,28JUN2020,59.2
3022,29JUN2020,61.2
3023,30JUN2020,64.3
3024,01JUL2020,64.7
3025,02JUL2020,64.3
3026,03JUL2020,63.8
3027,04JUL2020,60.2
3028,05JUL2020,59.6
3029,06JUL2020,62.2
3030,07JUL2020,65.2
3031,01APR2020,55.5
3032,02APR2020,55.7
3033,03APR2020,57.1
3034,04APR2020,53.5
3035,05APR2020,52.9
3036,06APR2020,53.8
3037,07APR2020,64.2
3038,08APR2020,65.8
3039,09APR2020,68.6
3040,10APR2020,65.5
3041,11APR2020,68.0
3042,12APR2020,67.1
3043,13APR2020,73.9
3044,14APR2020,78.0
3045,15APR2020,78.0
3046,16APR2020,78.7
3047,17APR2020,80.0
3048,18APR2020,78.3
3049,19APR2020,77.9
3050,20APR2020,78.8
3051,21APR2020,80.7
3052,22APR2020,81.6
3053,23APR2020,81.2
3054,24APR2020,81.4
3055,25APR2020,78.5
3056,26APR2020,79.2
3057,27APR2020,78.5
3058,28APR2020,78.3
3059,29APR2020,76.5
3060,30APR2020,75.9
3061,01MAY2020,76.8
3062,02MAY2020,71.1
3063,03MAY2020,72.6
3064,04MAY2020,73.5
3065,05MAY2020,71.2
3066,06MAY2020,70.2
3067,07MAY2020,69.9
3068,08MAY2020,71.6
3069,09MAY2020,60.8
3070,10MAY2020,57.9
3071,11MAY2020,51.5
3072,12MAY2020,61.1
3073,13MAY2020,59.7
3074,14MAY2020,60.2
3075,15MAY2020,57.3
3076,16MAY2020,58.5
3077,17MAY2020,58.6
3078,18MAY2020,60.0
3079,19MAY2020,60.0
3080,20MAY2020,60.0
3081,21MAY2020,58.8
3082,22MAY2020,58.9
3083,23MAY2020,58.0
3084,24MAY2020,58.1
3085,25MAY2020,56.6
3086,26MAY2020,57.8
3087,27MAY2020,59.2
3088,28MAY2020,59.0
3089,29MAY2020,58.9
3090,30MAY2020,59.7
3091,31MAY2020,57.8
3092,01JUN2020,56.1
3093,02JUN2020,59.2
3094,03JUN2020,65.0
3095,04JUN2020,60.4
3096,05JUN2020,59.5
3097,06JUN2020,57.7
